Date,Company Name,IPO Open,High Stock,Low Stock,IPO Close,Shares Traded,Turnover (Crore),Subcategory,Category
9/20/2023,Spotify Technology SA,1399.67,973.61,275.01,1066.15,4380,339.4,Nifty 50,Large Cap
10/4/2024,Citigroup Inc.,223.25,1518.02,774.4,1026.72,767,43.05,Nifty 100,Mid Cap
8/13/2023,PepsiCo Inc.,93.9,1645.71,417.85,1472.29,4744,243.11,Nifty Small Cap 50,Small Cap
9/15/2023,Unilever PLC,485.82,1967.07,811.3,855.71,316,248.51,Nifty Next 50,Small Cap
8/22/2023,Bristol-Myers Squibb,1206.12,500.4,201.94,898.97,6107,26.92,Nifty Small Cap 50,Large Cap
12/2/2023,LinkedIn Corporation,1025.82,693.52,347.79,485.1,4803,378.05,Nifty 50,Small Cap
2/13/2024,Goldman Sachs Group,682.5,1277.56,1137.95,957.87,9564,1.98,Nifty Next 50,Mid Cap
1/24/2023,AstraZeneca,421.57,1650.99,585.22,1148.7,6856,213.18,Nifty MidSmall 40,Mid Cap
9/28/2023,State Farm,135.95,583.04,953.09,199.72,8257,451.72,Nifty 50,Mid Cap
4/5/2023,Danaher Corporation,539.38,908.34,712.05,746.18,9653,170.84,Nifty 50,Large Cap
5/22/2023,Walt Disney Co.,717.03,905.54,496.76,661.76,4580,291.74,Nifty 50,Mid Cap
11/24/2024,Lyft Inc.,1046.18,1579.93,708.39,214.7,4292,154.67,Nifty 50,Small Cap
12/18/2024,JPMorgan Chase & Co.,986.66,595.72,1144.77,544.87,8888,90.31,Nifty 100,Small Cap
3/22/2023,Facebook Inc.,1423.65,1942.2,415.79,826.01,4081,365.28,Nifty Next 50,Small Cap
10/1/2023,Coca-Cola Co.,195.57,1094.36,607.38,992.31,2898,103.08,Nifty MidSmall 40,Large Cap
10/3/2023,ServiceNow Inc.,537.69,671.82,307.54,468.9,4883,37.02,Nifty MidSmall 40,Small Cap
4/9/2024,Medtronic PLC,748.29,675.93,511.13,740.63,4838,218.13,Nifty Next 50,Mid Cap
7/27/2023,Abbott Laboratories,1022.51,183.85,1242.6,1114.42,3678,354.73,Nifty Small Cap 50,Large Cap
10/23/2023,Zoom Video Communications,768.4,1431,1106.44,662.26,4884,290.42,Nifty MidSmall 40,Mid Cap
2/8/2023,American Airlines Group,1373.5,1585.5,541.85,1414.12,5659,122.96,Nifty MidSmall 40,Mid Cap
10/15/2023,Microsoft Corp.,932.57,209.99,211.38,94.52,1852,409.06,Nifty Next 50,Large Cap
5/4/2023,Lyft Inc.,107.51,1233.98,605.36,427.33,799,49.45,Nifty Next 50,Large Cap
10/10/2023,Nikon Corporation,214.8,1596.09,1087.26,243.42,3417,335.49,Nifty MidSmall 40,Large Cap
6/29/2023,Snap Inc.,1142.57,846.04,90.01,834.87,452,303.73,Nifty 100,Small Cap
4/7/2023,Biogen Inc.,1087.89,950.57,1051.12,307.19,7265,449.56,Nifty 100,Small Cap
7/10/2023,Anthem Inc.,272.57,819.01,961.48,1125.67,8162,263.94,Nifty Next 50,Small Cap
3/15/2023,Thermo Fisher Scientific,135.42,733.95,118.57,1381.61,8768,409.67,Nifty Next 50,Large Cap
3/22/2024,BNP Paribas,889.14,1058.61,900.83,350.44,9718,108.43,Nifty Next 50,Small Cap
5/11/2024,Anthem Inc.,971.82,457.29,439.16,1364.81,4190,273.11,Nifty 100,Small Cap
7/14/2024,Prudential Financial,246.18,965.27,272.88,966.05,6909,266.78,Nifty 100,Mid Cap
4/28/2024,Carnival Corporation,736.75,1892.38,557.29,334.45,6234,148.37,Nifty 100,Small Cap
12/22/2024,Prudential Financial,493.46,200.69,311.38,1117.99,1169,3.54,Nifty 50,Mid Cap
4/26/2023,Zoom Video Communications,1400.39,454.78,1159.64,181.77,961,372.38,Nifty MidSmall 40,Small Cap
6/18/2024,American Express Co.,367.84,1588.75,1046.54,1053.61,185,198.94,Nifty Small Cap 50,Large Cap
4/8/2023,Delta Air Lines,1113.23,394.31,1373.63,1298.83,6990,150.75,Nifty MidSmall 40,Mid Cap
11/24/2023,Walt Disney Co.,801.29,651.87,761.68,1428.05,2741,97.85,Nifty Next 50,Mid Cap
2/11/2024,3M Company,66.71,991.45,152.21,129.07,6120,426.01,Nifty Small Cap 50,Small Cap
11/9/2023,Exxon Mobil Corp.,799.65,1894.85,533.84,139.81,9541,167.6,Nifty Next 50,Large Cap
12/2/2024,HSBC Holdings PLC,194.23,489.48,1178.93,1399.09,5365,102.77,Nifty Next 50,Small Cap
11/24/2024,LinkedIn Corporation,1005.64,1857.71,573.7,1194.91,7521,262.2,Nifty Small Cap 50,Large Cap
5/28/2023,Chubb Limited,870.01,1479.27,654.27,1172.69,7789,391.14,Nifty Next 50,Large Cap
12/8/2023,McDonald's Corp.,65.12,1391.62,594.4,1126.8,6885,301.63,Nifty Small Cap 50,Small Cap
5/9/2024,Cisco Systems Inc.,346.8,1488.55,352.47,1090.13,6206,480.14,Nifty Small Cap 50,Large Cap
1/23/2023,Intel Corp.,1175.53,207.81,130.28,939.17,6688,478.43,Nifty 100,Large Cap
4/15/2023,GlaxoSmithKline,449.87,332.97,277.37,1228.47,9177,451.28,Nifty 50,Mid Cap
11/5/2024,Mastercard Inc.,773.96,769.46,528.6,99.55,5625,283.01,Nifty 100,Large Cap
8/1/2024,American Express Co.,502.4,286.84,366.25,1123.44,4077,384.37,Nifty MidSmall 40,Mid Cap
7/11/2024,L’Oréal,1386.21,1977.04,814.65,895.23,3486,144.96,Nifty 50,Large Cap
8/15/2024,Ford Motor Co.,828.04,1223.76,871.05,1365.82,4175,288.11,Nifty 50,Mid Cap
10/20/2024,Zoom Video Communications,1059.45,1051.59,810.99,1407.74,8354,34.18,Nifty MidSmall 40,Mid Cap
8/10/2023,Travelers Companies,171.04,1603.2,146.34,399.93,1877,132.45,Nifty 50,Large Cap
1/15/2023,Intel Corp.,108.49,1957.37,943.6,1194.72,4130,163.35,Nifty 100,Large Cap
9/24/2024,State Farm,425.88,1916.99,556.87,1437.65,3305,181.26,Nifty Small Cap 50,Small Cap
3/19/2023,Walt Disney Co.,498.24,1617.17,1233.08,436.64,915,81.35,Nifty 50,Small Cap
11/18/2023,Thermo Fisher Scientific,1047.14,847.77,750.09,1284.07,9842,42.55,Nifty 100,Mid Cap
8/29/2023,Walt Disney Co.,875.24,272.03,145.79,900.47,6956,289.61,Nifty Next 50,Mid Cap
1/18/2023,Coca-Cola Co.,593.14,332,42.63,622.74,6131,246.17,Nifty 100,Small Cap
3/29/2024,Shopify Inc.,998.47,152.13,992.44,1244.23,2309,292.68,Nifty 100,Mid Cap
3/18/2024,Amgen Inc.,287.17,153.52,578.7,1311.93,3169,65.52,Nifty MidSmall 40,Small Cap
10/4/2023,Anthem Inc.,142.06,1882.38,424.55,459.84,8718,473.9,Nifty Small Cap 50,Large Cap
2/28/2024,Liberty Mutual,1289.03,1864.98,642.64,1201.97,8315,207.26,Nifty Small Cap 50,Mid Cap
4/20/2024,Snap Inc.,867.72,1384.97,129.18,122.01,5193,225.29,Nifty Small Cap 50,Large Cap
1/27/2023,Chevron Corp.,991.19,1494.35,567.02,655.61,5321,273.94,Nifty Small Cap 50,Small Cap
5/28/2024,Berkshire Hathaway,495.5,1099.44,461.14,151.19,1404,345.37,Nifty MidSmall 40,Mid Cap
4/8/2024,Oracle Corp.,589.33,590.01,1126.26,476.06,4047,193.04,Nifty 100,Small Cap
12/29/2023,Delta Air Lines,169.43,1841.61,269.55,1428.03,8033,72.43,Nifty 100,Large Cap
1/18/2024,Abbott Laboratories,1292.63,663.73,1066.15,1115.37,4494,391.78,Nifty 100,Large Cap
6/8/2024,Oracle Corp.,909.04,1518.39,715.55,1145.62,3178,131.02,Nifty MidSmall 40,Large Cap
1/17/2024,Goldman Sachs Group,171.26,604.06,142.19,245.01,7198,221.99,Nifty Next 50,Small Cap
7/3/2023,Lyft Inc.,1216.57,1759.77,1358.46,889.09,7806,316.53,Nifty MidSmall 40,Mid Cap
7/13/2023,Intel Corp.,693.97,1354.79,1035.87,613.81,8839,482.72,Nifty MidSmall 40,Mid Cap
4/6/2024,Berkshire Hathaway,1159.4,1338.99,386.33,1114.56,6220,17.76,Nifty MidSmall 40,Large Cap
2/25/2023,Netflix Inc.,68.3,330.13,827,277.77,5622,259.92,Nifty Small Cap 50,Mid Cap
8/18/2023,L’Oréal,91.67,926.02,1262.91,458.79,7452,468.13,Nifty 50,Small Cap
5/3/2024,Snap Inc.,297.64,1121.08,1305.21,1352.93,2375,128.32,Nifty 100,Small Cap
1/28/2023,Chubb Limited,355.83,693.97,1031.69,296.18,7336,57.04,Nifty Small Cap 50,Mid Cap
8/5/2024,Paychex Inc.,1157.74,1779.8,1026.91,967,296,298.82,Nifty Small Cap 50,Small Cap
12/22/2024,Biogen Inc.,1074.71,1699.69,409.98,506.97,9829,76.94,Nifty 50,Small Cap
7/3/2023,Allstate Corporation,943.33,1063.2,1385.97,168.73,9422,439.56,Nifty MidSmall 40,Mid Cap
2/29/2024,Allstate Corporation,1333.05,779.06,363.57,374.34,7413,361.86,Nifty Next 50,Small Cap
1/10/2024,Raytheon Technologies,408.37,1632.85,152.49,1310.64,3331,61.39,Nifty 100,Mid Cap
2/10/2023,Delta Air Lines,1361.39,514.25,1369.01,1370.3,468,289.15,Nifty 100,Small Cap
4/28/2024,Tesla Inc.,1368.73,282.31,239.4,658.76,3328,14.53,Nifty MidSmall 40,Large Cap
9/17/2023,Amgen Inc.,679.68,234.56,744.61,950.31,9108,422.74,Nifty 100,Large Cap
3/16/2024,Johnson & Johnson,186.86,221.56,671.49,804.72,1591,103.51,Nifty 50,Mid Cap
3/25/2023,Walt Disney Co.,1103.51,1054.44,1192.04,455.56,7127,366.18,Nifty 100,Small Cap
2/15/2023,Chubb Limited,538.55,622.33,573.42,549.95,819,54.05,Nifty Small Cap 50,Small Cap
3/15/2024,Sanofi,1202.65,1427.19,717.99,813.89,2862,236.74,Nifty 100,Large Cap
11/1/2024,Lyft Inc.,287.35,1359.7,89.92,1058.27,4834,464.69,Nifty 50,Large Cap
6/2/2024,Booking Holdings,832.3,1152.74,314.74,557.29,9087,38.16,Nifty MidSmall 40,Mid Cap
3/13/2024,Farmers Insurance,786.71,802.76,1171.2,1063.43,2302,148.39,Nifty 50,Mid Cap
5/16/2023,Berkshire Hathaway,195.46,1723.34,685.35,1443.42,3307,391.53,Nifty 50,Small Cap
7/2/2023,Morgan Stanley,576.83,1462.95,346.38,85.61,2603,232.22,Nifty MidSmall 40,Large Cap
12/9/2024,Citigroup Inc.,172.9,652.32,535.4,287.56,5882,325.5,Nifty 50,Mid Cap
6/21/2023,PayPal Holdings Inc.,723.87,1078.12,420.58,1378.59,6275,406.19,Nifty 50,Large Cap
8/12/2024,Anthem Inc.,1272.21,439.1,792.02,153.78,5234,392.24,Nifty MidSmall 40,Small Cap
11/20/2024,Spotify Technology SA,441.8,758.24,100.48,1159.32,1982,198.29,Nifty 50,Mid Cap
6/22/2024,Intel Corp.,1159.05,1994.71,338.21,954.77,9694,215.88,Nifty 100,Large Cap
4/30/2023,Liberty Mutual,315.97,564.11,516.3,119.17,2087,285.99,Nifty MidSmall 40,Small Cap
10/8/2023,Starbucks Corp.,1026.92,1441.86,1301.65,51.05,8387,62.26,Nifty 100,Mid Cap
11/4/2023,Morgan Stanley,1377.53,591.07,883.89,777.9,914,434.89,Nifty 50,Mid Cap
12/8/2024,JPMorgan Chase & Co.,519.7,1885.55,720.83,220.15,2760,47.65,Nifty Small Cap 50,Large Cap
10/4/2023,Ford Motor Co.,1355.6,723.75,291.43,1314.71,9433,93.22,Nifty 100,Large Cap
6/13/2024,Liberty Mutual,782.86,791.37,794.26,747.12,2669,472.46,Nifty Next 50,Mid Cap
10/22/2023,Farmers Insurance,509.37,1248.64,1302.74,389.94,7447,141.64,Nifty Next 50,Large Cap
2/22/2023,Airbnb Inc.,1349.94,1238.01,805.84,293.9,5443,122.86,Nifty MidSmall 40,Mid Cap
3/7/2024,Lyft Inc.,96.45,1221.29,255.74,1261.87,7521,213.25,Nifty MidSmall 40,Large Cap
2/21/2023,Oracle Corp.,90.63,1210.52,1396.05,1092.17,4118,362.42,Nifty Small Cap 50,Large Cap
12/28/2024,Chubb Limited,919.75,727.55,713.43,1091.05,1074,183.75,Nifty Small Cap 50,Large Cap
3/13/2023,Siemens AG,1205.29,953.66,467.79,173.69,1961,437.49,Nifty MidSmall 40,Large Cap
1/28/2023,Gilead Sciences,1139.74,1247.85,719.63,955.55,748,75.53,Nifty Next 50,Large Cap
4/13/2024,Marriott International,165.23,1391.85,391.26,1310.75,9033,59.85,Nifty 50,Large Cap
6/30/2024,State Farm,1427.86,618.29,71.61,1160.56,1676,39.62,Nifty 100,Large Cap
2/5/2024,Cisco Systems Inc.,1069.44,1447.73,1248.64,221.33,2699,149.88,Nifty Small Cap 50,Large Cap
7/20/2023,McDonald's Corp.,1426.21,1858.06,617.56,1426.46,4979,100.58,Nifty 50,Large Cap
9/2/2024,Amazon.com Inc.,527.19,1552.17,1061.46,151.11,1887,231.2,Nifty Small Cap 50,Small Cap
4/10/2024,Sanofi,1056.21,305.83,1360.62,857.51,237,497.85,Nifty Next 50,Mid Cap
10/13/2024,State Farm,1296.91,1017.88,896.64,1420.27,2156,434.4,Nifty 100,Small Cap
8/17/2024,Facebook Inc.,601.67,955.24,977.51,1242.27,1931,447.59,Nifty MidSmall 40,Large Cap
7/13/2024,SAP SE,1449.05,772.53,1322.24,1037.2,8860,415.54,Nifty MidSmall 40,Large Cap
1/14/2024,Medtronic PLC,434.24,1058.94,737.68,1291.7,4826,136.58,Nifty 100,Mid Cap
6/26/2023,Coca-Cola Co.,507.64,963.32,468.26,1026.26,5994,113.94,Nifty Next 50,Small Cap
2/21/2023,Boeing Co.,1384.48,161.42,1292.3,129.68,4366,366.32,Nifty Small Cap 50,Large Cap
3/20/2023,HSBC Holdings PLC,1456.01,587.63,124.52,558.76,9175,299.88,Nifty MidSmall 40,Mid Cap
1/20/2024,American Airlines Group,463.53,545.5,324.01,669.33,4707,103.86,Nifty Small Cap 50,Small Cap
7/29/2024,Boeing Co.,247.77,796.13,497.53,842.25,7778,483.7,Nifty MidSmall 40,Small Cap
1/8/2023,Bristol-Myers Squibb,1150.63,472.74,1101.49,382.98,4570,212.68,Nifty MidSmall 40,Large Cap
8/2/2023,Facebook Inc.,1398.01,275.43,1268.34,1327.7,1995,407.4,Nifty Next 50,Mid Cap
1/25/2023,Johnson & Johnson,921.03,513.73,648.95,381.62,8495,37.83,Nifty 50,Small Cap
3/25/2024,Google LLC,970.05,1730.25,421.99,1003.51,4252,18.55,Nifty MidSmall 40,Small Cap
4/1/2024,AbbVie Inc.,1156.27,1624.52,513.9,1321.08,756,228.45,Nifty 50,Small Cap
4/5/2024,NVIDIA Corp.,271.97,967.88,929.47,1112.58,9340,60.58,Nifty MidSmall 40,Small Cap
7/17/2023,Qualcomm Inc.,1461.53,1773.96,246.47,247.22,3562,489.65,Nifty 100,Large Cap
4/4/2023,Zoom Video Communications,578.28,580.43,779.98,1429.52,3226,406.2,Nifty 50,Mid Cap
12/19/2024,Twitter Inc.,960.95,1230.79,836.17,183.28,3124,227.58,Nifty Small Cap 50,Large Cap
3/12/2024,Intel Corp.,729.49,414.41,999.76,340.1,3843,489.78,Nifty Small Cap 50,Large Cap
6/10/2024,Boston Scientific,728.86,1691.79,857.34,251.9,171,119.9,Nifty Next 50,Large Cap
11/20/2024,Oracle Corp.,1068.98,391.58,162.83,1017.03,5753,339.81,Nifty Small Cap 50,Large Cap
1/13/2024,Southwest Airlines,1492.26,208.94,973.65,1220.74,849,9.75,Nifty 100,Small Cap
8/9/2024,Abbott Laboratories,1005.64,655.87,59.79,395.12,1052,186.76,Nifty Small Cap 50,Small Cap
4/14/2023,Uber Technologies Inc.,1201.39,1816.73,564.72,1469.91,6379,40.58,Nifty Small Cap 50,Large Cap
11/10/2024,Snap Inc.,90.04,389.5,601.38,251.9,4712,184.32,Nifty MidSmall 40,Large Cap
9/18/2024,Expedia Group,1225.12,761.74,189.78,508.01,4222,190.92,Nifty 50,Large Cap
2/8/2023,NVIDIA Corp.,484.97,735.37,43.5,760.95,4279,188.21,Nifty Next 50,Small Cap
4/2/2024,Booking Holdings,233.72,1633.05,127.49,1222.83,6126,207.8,Nifty Small Cap 50,Small Cap
12/30/2023,Anthem Inc.,214.33,929.82,641.43,595.99,5271,308.81,Nifty MidSmall 40,Large Cap
5/15/2023,American Express Co.,1035.82,1281.4,359.29,310.85,173,95.52,Nifty Small Cap 50,Small Cap
1/9/2024,Merck & Co.,1496.54,898.11,124.5,724.16,2159,117.96,Nifty MidSmall 40,Large Cap
8/20/2023,Paychex Inc.,1015.98,1170.2,381.28,740.92,9651,323.07,Nifty 100,Small Cap
2/8/2023,Berkshire Hathaway,430.4,265.52,754.49,73.5,1377,233.65,Nifty MidSmall 40,Mid Cap
2/16/2023,Google LLC,344.79,841.95,1046.73,80.29,4798,81.8,Nifty MidSmall 40,Large Cap
2/5/2023,AstraZeneca,812.64,1731.95,594.44,452.58,9293,393.83,Nifty 50,Large Cap
4/5/2023,Liberty Mutual,144.31,1428.47,870.01,1124.77,1227,465.51,Nifty Small Cap 50,Small Cap
12/27/2023,Microsoft Corp.,629.03,1966.38,847.57,580.69,702,233.2,Nifty 100,Mid Cap
6/8/2024,AbbVie Inc.,1016.04,1607.65,1257.95,356.25,6558,307.4,Nifty 100,Large Cap
5/26/2023,Thermo Fisher Scientific,1453.11,985.29,275.77,213.81,1624,407.86,Nifty Small Cap 50,Large Cap
1/3/2024,Visa Inc.,667.2,1401.12,682.71,456.76,5391,481.91,Nifty Small Cap 50,Mid Cap
3/6/2023,Thermo Fisher Scientific,340.32,1585.44,895.61,748.09,9998,484.61,Nifty 100,Small Cap
8/16/2023,Merck & Co.,1235.18,648.91,742.02,185.4,1266,461.5,Nifty Small Cap 50,Small Cap
6/3/2024,Qualcomm Inc.,1129.09,261.03,646.97,71.65,2032,408.19,Nifty 50,Small Cap
7/8/2024,Morgan Stanley,1296.57,900.82,1363.64,234.6,4392,213.46,Nifty Next 50,Large Cap
6/30/2023,Hilton Worldwide,361.34,417.65,1320.56,1120.07,8956,335.15,Nifty MidSmall 40,Small Cap
5/15/2024,Twitter Inc.,637.01,662.9,867.69,726.15,6433,381.95,Nifty 100,Small Cap
8/19/2024,Pfizer Inc.,1473.25,1901.66,632.22,695.49,1062,46.86,Nifty 100,Mid Cap
6/4/2023,Google LLC,279.16,1717.1,1064.87,78.64,9344,59.07,Nifty MidSmall 40,Small Cap
6/18/2024,Lyft Inc.,1023.6,1246.06,732.72,1080.87,9280,352.99,Nifty 100,Small Cap
9/18/2024,Zoom Video Communications,393.92,892.32,1393.93,342.77,6798,333.79,Nifty 50,Large Cap
3/10/2024,Exxon Mobil Corp.,775.23,639.01,969.73,181.75,187,402.12,Nifty 50,Small Cap
4/9/2023,Nike Inc.,1210.74,1207.2,123.38,1270.95,5051,93.1,Nifty MidSmall 40,Small Cap
9/7/2024,Nike Inc.,758.45,1136.35,580.62,754.13,8764,468.4,Nifty Next 50,Large Cap
1/7/2024,Ford Motor Co.,1217.95,1594.44,1030.46,1135.95,2568,119.94,Nifty 100,Large Cap
7/16/2024,Citigroup Inc.,668.19,1866.84,1184.05,1241.73,6312,68.41,Nifty 50,Mid Cap
12/28/2023,Adobe Inc.,1499.06,758.53,1144.32,1448.69,4974,162.84,Nifty 50,Small Cap
4/22/2023,Anthem Inc.,681.95,531.65,1368.82,954.36,3595,404.47,Nifty MidSmall 40,Large Cap
3/28/2024,Apple Inc.,266.6,895.18,700.1,149,8142,15.09,Nifty Next 50,Mid Cap
6/18/2023,Mastercard Inc.,632.71,959.45,221.89,858.65,346,114.19,Nifty Small Cap 50,Mid Cap
8/6/2024,Starbucks Corp.,1126.76,223.76,923.57,788.81,2978,477.84,Nifty MidSmall 40,Small Cap
5/19/2023,Uber Technologies Inc.,1279.51,1744.14,126.93,133.47,6231,9.49,Nifty MidSmall 40,Large Cap
8/19/2023,Apple Inc.,717.15,1991.85,1363.73,494.14,4594,139.85,Nifty Small Cap 50,Small Cap
8/27/2023,Travelers Companies,911.99,1857.94,1069.19,647.66,4076,163.56,Nifty 50,Small Cap
9/10/2023,Netflix Inc.,1275.09,1742.23,1375.54,283.41,9813,462.03,Nifty Small Cap 50,Mid Cap
3/11/2024,Allstate Corporation,1229.64,1986.31,546.84,62.7,425,425.75,Nifty MidSmall 40,Large Cap
7/14/2024,SAP SE,1003.7,1829.45,51.64,1147.62,8893,230.58,Nifty Next 50,Small Cap
2/26/2024,Novartis AG,1231.79,1423.48,744.17,1284.87,910,159.46,Nifty 100,Mid Cap
10/30/2023,Booking Holdings,885.07,458.5,196.02,382.2,8695,472.27,Nifty MidSmall 40,Large Cap
3/13/2023,Square Inc.,56.74,439.25,961.09,55.51,6880,94.96,Nifty MidSmall 40,Mid Cap
9/20/2023,PayPal Holdings Inc.,109.84,240.24,711.65,1340.41,6086,238.93,Nifty 100,Small Cap
8/10/2023,Danaher Corporation,1470.72,911.89,1062.22,244.24,5646,209.8,Nifty Next 50,Small Cap
3/18/2023,NVIDIA Corp.,260.24,1646.32,428.76,634.68,6945,467.67,Nifty 100,Small Cap
3/3/2023,American International Group,636.55,1057.05,1165.96,580.65,4789,378.15,Nifty 100,Large Cap
4/15/2024,Allstate Corporation,1404.03,827.7,921.62,288.18,2374,232.22,Nifty MidSmall 40,Large Cap
6/6/2023,Merck & Co.,332.81,352.09,1383.16,918.28,2327,303.92,Nifty 50,Large Cap
5/5/2023,Discover Financial,1273.5,245.74,274.62,1381.89,3117,453.85,Nifty MidSmall 40,Small Cap
6/10/2023,Apple Inc.,1236.49,888.48,100.11,794.9,8189,415.78,Nifty Small Cap 50,Mid Cap
6/24/2024,PepsiCo Inc.,1480.18,334.86,1195.94,1460.72,7233,308.11,Nifty MidSmall 40,Small Cap
9/17/2024,Snap Inc.,458.44,341.56,493.68,326.62,1538,457.74,Nifty 100,Mid Cap
8/13/2024,Carnival Corporation,507.22,881.39,620.81,1280.33,3484,190.76,Nifty Small Cap 50,Mid Cap
6/18/2024,Discover Financial,1359.17,1080.26,1298.17,422.52,763,366.86,Nifty Next 50,Large Cap
4/16/2023,Google LLC,389.41,495.36,633.75,413.29,8445,9.04,Nifty Small Cap 50,Small Cap
5/11/2023,American International Group,844.46,1416.58,438.29,220.65,832,291.9,Nifty Next 50,Large Cap
12/23/2023,Caterpillar Inc.,1075.65,924.58,111.51,1302.27,905,69.35,Nifty 100,Small Cap
11/15/2024,Facebook Inc.,444.23,320.06,636.82,1101.34,4317,262.63,Nifty 100,Small Cap
1/2/2023,American Express Co.,1410.7,1328.51,927.28,545.4,8473,124.01,Nifty Small Cap 50,Small Cap
8/21/2023,Johnson & Johnson,1015.26,810.35,398.77,556.65,8172,190.96,Nifty Next 50,Small Cap
1/4/2024,Square Inc.,118.35,246.79,1013.36,1274.95,3779,396.29,Nifty MidSmall 40,Small Cap
9/8/2023,Anthem Inc.,246.82,1903.77,685.22,1394.99,4168,30.24,Nifty Next 50,Mid Cap
4/18/2023,Danaher Corporation,326.63,1206.71,1205.61,923.52,1803,269.16,Nifty Small Cap 50,Mid Cap
10/3/2023,Procter & Gamble,405.19,1033.78,251.58,639.92,8629,73.29,Nifty Small Cap 50,Small Cap
6/29/2023,Caterpillar Inc.,1109.48,1739.4,1067.2,127.06,6346,287.05,Nifty 100,Small Cap
12/25/2024,Morgan Stanley,178.96,1882.97,1307.6,233.52,5401,317.16,Nifty Next 50,Small Cap
10/20/2023,Pfizer Inc.,558.36,557.6,1045.72,255.59,6870,91.86,Nifty 50,Small Cap
8/6/2024,United Airlines,1371.51,1648.77,586.13,451.36,7118,3.98,Nifty Small Cap 50,Large Cap
6/24/2023,Amgen Inc.,857.17,1687.5,345.72,422.7,3398,43.64,Nifty 100,Small Cap
5/3/2023,LinkedIn Corporation,434.97,250.65,164.76,837.18,827,345.12,Nifty 50,Mid Cap
8/15/2023,AMD,1437.73,1467.1,910.05,1418.94,5058,190.67,Nifty Small Cap 50,Small Cap
3/19/2024,Google LLC,404.26,266.49,225.71,1299.41,3037,187.07,Nifty MidSmall 40,Small Cap
3/3/2024,Cisco Systems Inc.,1362.39,1250.15,1178.48,788.29,4123,346.25,Nifty 50,Mid Cap
3/24/2023,Spotify Technology SA,1102.37,1388.09,1346.21,75.08,2113,249.07,Nifty 50,Mid Cap
10/19/2024,Pfizer Inc.,1123.76,829.06,216.03,149.18,1933,318.91,Nifty Next 50,Mid Cap
9/23/2024,Illumina Inc.,1159.16,1779.46,545.19,1297.51,9791,459.75,Nifty Next 50,Small Cap
3/6/2023,Siemens AG,784.53,1630.95,1314.06,461.26,9199,253.93,Nifty Small Cap 50,Small Cap
10/8/2023,Illumina Inc.,1231.14,1863.03,674.87,511.23,5767,319.38,Nifty Small Cap 50,Large Cap
1/26/2024,Procter & Gamble,1262.48,732.55,763.52,252.68,6107,320.22,Nifty 50,Large Cap
3/3/2024,Cigna Corporation,572.71,189.83,1054.1,373.51,2110,267.81,Nifty Small Cap 50,Large Cap
9/9/2024,Amgen Inc.,630.5,1651.2,318.43,408.42,2349,332.55,Nifty 100,Small Cap
4/17/2023,Cigna Corporation,1338.7,562.51,1371.43,647.54,8955,417.34,Nifty 100,Large Cap
7/1/2024,Discover Financial,810.86,1014.24,1099.81,953.56,8619,404.11,Nifty Small Cap 50,Mid Cap
10/20/2024,LinkedIn Corporation,1307.07,1662.04,251.08,562.08,9140,29.58,Nifty MidSmall 40,Small Cap
9/19/2023,Booking Holdings,958.82,549.85,182.17,702.3,8556,475.94,Nifty 100,Small Cap
6/8/2023,McDonald's Corp.,910.67,727.03,1310.89,313.76,1566,423.75,Nifty Small Cap 50,Large Cap
9/22/2023,Travelers Companies,94.92,962.3,968.49,131.77,8545,485.33,Nifty MidSmall 40,Large Cap
4/12/2024,Abbott Laboratories,452.95,652.88,82.84,554.95,9385,97.85,Nifty 50,Large Cap
7/21/2023,Microsoft Corp.,777.98,1003.44,224.52,140.61,5754,268.67,Nifty Small Cap 50,Large Cap
6/4/2023,Walt Disney Co.,901.61,167.75,95.53,484.59,1336,220.51,Nifty Small Cap 50,Small Cap
1/13/2023,Qualcomm Inc.,964.13,542.55,1364.49,1264.52,709,189.1,Nifty Small Cap 50,Mid Cap
10/24/2023,SAP SE,1088.52,1690.22,712.06,582.05,2133,203.85,Nifty 100,Large Cap
5/12/2024,Chubb Limited,1001.54,914.94,663.14,330.23,3294,451.91,Nifty Next 50,Large Cap
8/19/2024,Siemens AG,1280.44,1327.35,1339.42,1358,6780,349.52,Nifty Small Cap 50,Mid Cap
9/2/2023,Twilio Inc.,478.43,579.73,721.35,977.06,8841,163.05,Nifty MidSmall 40,Large Cap
10/27/2023,Travelers Companies,980.28,1352.28,739.32,1482.97,1318,190.06,Nifty 100,Small Cap
12/28/2023,Uber Technologies Inc.,124.18,1999.95,1378.21,485.36,9805,234.79,Nifty Next 50,Large Cap
12/20/2023,Bristol-Myers Squibb,746.28,1251.28,182.66,340.54,4394,184.1,Nifty 50,Small Cap
6/4/2024,Boeing Co.,438.65,1312.46,1380.48,482.01,2289,105.83,Nifty 100,Large Cap
1/21/2024,Twitter Inc.,602.29,356.31,256.98,1228.11,9556,218.24,Nifty 100,Mid Cap
11/8/2023,Snap Inc.,564.26,896.26,677.89,269.72,5428,40.68,Nifty MidSmall 40,Mid Cap
2/18/2024,Illumina Inc.,137.62,1742.34,492.53,399.56,9581,427.36,Nifty Small Cap 50,Small Cap
10/5/2023,Goldman Sachs Group,726.64,1693.4,1338.93,1067.37,454,412.61,Nifty Next 50,Small Cap
